醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5931052313,欣康藥局,新北市新店區中正路293號1樓,(02)89113189,4,68,2020/02/13 17:58:35
5931052368,正安藥局,新北市新店區明德路50號1樓,(02)29115809,0,26,2020/02/13 17:58:35
5931052386,康宜庭民權藥局,新北市新店區民權路48－2號1樓,(02)86655371,0,12,2020/02/13 17:58:35
5931052395,寶輝藥局,新北市新店區光明街300號1樓,(02)29118767,4,12,2020/02/13 17:58:35
5931052439,德莘藥局,新北市新店區中正路413號1樓,(02)86655462,0,76,2020/02/13 17:58:35
5931052457,東碩藥局,新北市新店區建國路168號1樓,(02)29118281,0,146,2020/02/13 17:58:35
5931052484,大河藥局,新北市新店區三民路140號1樓,(02)29140910,0,20,2020/02/13 17:58:35
5931052500,欣美藥局,新北市新店區寶橋路6巷2號1樓,(02)29137321,0,8,2020/02/13 17:58:35
5931052608,佑成藥局,新北市新店區民權路101號1樓,(02)86673537,0,42,2020/02/13 17:58:35
5931052644,杏運草藥局,新北市新店區北新路1段19號1樓,(02)89115998,0,82,2020/02/13 17:58:35
5931052653,正升藥局,新北市新店區順安街61號1樓,(02)29139493,0,96,2020/02/13 17:58:35
5931052699,維顥藥局,新北市新店區中興路1段279號1樓,(02)29171986,0,110,2020/02/13 17:58:35
5931052724,合康大藥局,新北市新店區中正路263－2號1樓,(02)29109888,0,58,2020/02/13 17:58:35
5931052751,新康藥局,新北市新店區北新路1段195號1樓、2樓,(02)29178179,0,72,2020/02/13 17:58:35
5931052797,安欣藥局,新北市新店區北宜路2段26號1樓,(02)22175450,0,52,2020/02/13 17:58:35
5931052804,新店家安藥局,新北市新店區三民路32－1號2樓,(02)29117207,196,196,2020/02/13 17:58:35
5931052822,瑞安健保藥局,新北市新店區中正路142號1樓,(02)29105252,0,94,2020/02/13 17:58:35
5931052840,微笑生活藥局,新北市新店區建國路85號1樓,(02)89113397,0,56,2020/02/13 17:58:35
5931052868,均安藥局,新北市新店區民權路89號1樓,(02)29127861,6,58,2020/02/13 17:58:35
5931052911,倍思特藥局,新北市新店區中興路2段239號2樓,(02)89116159,1,124,2020/02/13 17:58:35
5931052920,碧潭大藥局,新北市新店區碧潭路41號1樓,(02)22112271,0,60,2020/02/13 17:58:35
5931052966,禾宜藥局,新北市新店區北新路3段128號1樓,(02)29150411,0,124,2020/02/13 17:58:35
5931052984,北一藥師藥局,新北市新店區北新路2段160號1樓、2樓,(02)89115686,0,67,2020/02/13 17:58:35
5931052993,唯客優藥局,新北市新店區安康路2段216號1樓,(02)22126071,0,22,2020/02/13 17:58:35
5931053007,康曜藥師藥局,新北市新店區安康路2段240號1樓,(02)86669660,0,12,2020/02/13 17:58:35
5931053016,佳泰藥局,新北市新店區建國路224號1樓,(02)89193422,0,8,2020/02/13 17:58:35
5931053025,健詮藥局,新北市新店區建國路119號1樓,(02)29116312,2,70,2020/02/13 17:58:35
5931053034,康宜庭市公所藥局,新北市新店區北新路1段285號1樓,(02)29151709,0,13,2020/02/13 17:58:35
5931053052,巧新藥局,新北市新店區北宜路1段84號1樓,(02)29183565,8,80,2020/02/13 17:58:35
5931053061,耕莘健康人生藥局,新北市新店區民族路186號1樓,(02)22194743,1,79,2020/02/13 17:58:35
5931053070,美康中正藥局,新北市新店區中正路215號1、2樓,(02)29112669,1,34,2020/02/13 17:58:35
5931053089,昇活藥局,新北市新店區安民街269巷2號1樓,(02)22114166,0,26,2020/02/13 17:58:35
5931053098,仁心藥局,新北市新店區中正路402號1樓,(02)22186322,0,168,2020/02/13 17:58:35
5931053105,十二願藥局,新北市新店區中正路682號1樓,(02)22181899,5,66,2020/02/13 17:58:35
5931053123,大吉藥局,新北市新店區中正路30號1樓,(02)29110151,0,70,2020/02/13 17:58:35
5931053132,康宜庭碧潭藥局,新北市新店區北宜路1段41號1樓,(02)29186266,6,13,2020/02/13 17:58:35
5931053141,禾康藥局,新北市新店區德正街44號1樓,(02)29160596,0,104,2020/02/13 17:58:35
5931060146,海山藥局,新北市新莊區景德路425號,(02)22019804,0,40,2020/02/13 17:58:35
5931060217,富國藥局,新北市新莊區富國路31號,(02)29039334,0,12,2020/02/13 17:58:35
5931060244,七安大藥局,新北市新莊區民安西路55號1、2樓及57號1樓,(02)22026066,0,88,2020/02/13 17:58:35
5931060262,明生藥局,新北市新莊區福樂街13號,(02)29913260,14,12,2020/02/13 17:58:35
5931060315,文安藥局,新北市新莊區福壽街116號,(02)29978477,0,10,2020/02/13 17:58:35
5931060351,冠仁藥局,新北市新莊區四維路126巷6號,(02)22083611,0,90,2020/02/13 17:58:35
5931060440,楊氏武田藥局,新北市新莊區化成路373－5號,(02)85221868,6,16,2020/02/13 17:58:35
5931060548,二安藥局,新北市新莊區中港路65號,(02)29914527,31,123,2020/02/13 17:58:35
5931060557,一安藥局,新北市新莊區立德里新泰路268號,(02)29941618,2,42,2020/02/13 17:58:35
5931060619,蘇藥局,新北市新莊區中平路6巷37號,(02)29917818,2,98,2020/02/13 17:58:35
5931060628,錄新藥局,新北市新莊區後港一路76巷10弄1號,(02)22051849,0,26,2020/02/13 17:58:35
5931060646,王藥局,新北市新莊區昌盛街38號,(02)29922404,0,60,2020/02/13 17:58:35
5931060682,勝安藥局,新北市新莊區中正路334巷23號1樓,(02)29963394,4,137,2020/02/13 17:58:35
5931060744,祥好大藥局,新北市新莊區新泰路331號,(02)29939051,0,14,2020/02/13 17:58:35
5931060815,祐全大藥局,新北市新莊區建安街88號,(02)22026008,0,36,2020/02/13 17:58:35
5931060824,禮安藥師藥局,新北市新莊區自立街109號1樓,(02)29942891,0,113,2020/02/13 17:58:35
5931065810,吉田藥局,新北市新莊區西盛街313號,(02)22065185,2,136,2020/02/13 17:58:35
5931065927,聯成藥局,新北市新莊區中正路332號,(02)29941915,0,173,2020/02/13 17:58:35
5931067092,恩泰藥局,新北市新莊區民安西路265號－1,(02)22038680,1,59,2020/02/13 17:58:35
5931067109,揚明藥師藥局,新北市新莊區中港路154號,(02)29921473,0,106,2020/02/13 17:58:35
5931067136,蒲陽藥局,新北市新莊區中港路514號,(02)29930069,0,68,2020/02/13 17:58:35
5931067145,鶴田藥局,新北市新莊區自信街27號1樓,(02)22796718,0,84,2020/02/13 17:58:35
5931067172,民安藥局,新北市新莊區民安路232號,(02)22038910,0,150,2020/02/13 17:58:35
5931067216,鍵豐藥局,新北市新莊區中和街158號1樓,(02)29917452,0,46,2020/02/13 17:58:35
5931067332,富祐藥局,新北市新莊區民安西路21號1樓,(02)82012451,0,36,2020/02/13 17:58:35
5931067378,天給藥局,新北市新莊區幸福路670巷2弄19號1樓,(02)29921451,2,86,2020/02/13 17:58:35
5931067412,幸寧藥局,新北市新莊區福壽街84巷12號1樓,(02)29971150,2,11,2020/02/13 17:58:35
5931067494,福營藥局,新北市新莊區富國路107號2樓,(02)22059697,2,181,2020/02/13 17:58:35
5931067529,北安藥局,新北市新莊區幸福路529號1樓,(02)29906923,2,116,2020/02/13 17:58:35
5931067547,金翔藥局,新北市新莊區幸福路595號1樓,(02)29988528,0,168,2020/02/13 17:58:35
5931067565,豐年藥局,新北市新莊區中正路377巷16號,(02)22071182,0,54,2020/02/13 17:58:35
5931067850,聯合藥局,新北市新莊區新泰路194號2樓,(02)22796464,0,164,2020/02/13 17:58:35
5931067903,西華藥局,新北市新莊區後港1路102號1樓,(02)82012697,0,154,2020/02/13 17:58:35
5931067985,蘋果藥局,新北市新莊區八德街105號,(02)22053933,14,46,2020/02/13 17:58:35
5931068008,北醫藥局,新北市新莊區思源路119號1樓,(02)29983670,0,216,2020/02/13 17:58:35
5931068080,快樂藥局,新北市新莊區興漢里中正路243－1號1至2樓,(02)29902200,0,80,2020/02/13 17:58:35
5931068151,世鴻藥局,新北市新莊區八德里民安路137巷2弄2號1樓,(02)22050289,1,132,2020/02/13 17:58:35
5931068160,三大藥局,新北市新莊區建安里民安路197號,(02)22030503,0,111,2020/02/13 17:58:35
5931068268,新莊大東藥局,新北市新莊區幸福路806號1樓,(02)22766026,10,136,2020/02/13 17:58:35
5931068302,宏發藥局,新北市新莊區民安西路263號1樓,(02)22048303,0,45,2020/02/13 17:58:35
5931068375,惠欣藥局,新北市新莊區全泰里建中街72－1號1樓,(02)29978962,0,85,2020/02/13 17:58:35
5931068455,合康藥師藥局,新北市新莊區中平里中平路306號,(02)29924496,9,65,2020/02/13 17:58:35
5931068464,健安藥局,新北市新莊區光和里民安西路209號1樓,(02)22043765,2,154,2020/02/13 17:58:35
5931068508,凱盛藥局,新北市新莊區光榮里西盛街199號,(02)22024914,100,42,2020/02/13 17:58:35
5931068535,永安藥局,新北市新莊區中港里中港路321號2樓,(02)22765900,0,138,2020/02/13 17:58:35
5931068580,春元藥局,新北市新莊區南港里龍安路278巷2號1樓,(02)22085202,0,30,2020/02/13 17:58:35
5931068599,建昌藥局,新北市新莊區福營里中正路557號,(02)29015422,0,132,2020/02/13 17:58:35
5931068624,瑞豐大藥局,新北市新莊區建福里後港一路105號,(02)22049932,8,6,2020/02/13 17:58:35
5931068633,福華藥局,新北市新莊區自立里復興路2段109號,(02)89917390,0,64,2020/02/13 17:58:35
5931068660,翔昱健保藥局,新北市新莊區恆安里中港路120號,(02)29983056,0,14,2020/02/13 17:58:35
5931068759,森活藥局,新北市新莊區民安路220－1號,(02)22027927,34,183,2020/02/13 17:58:35
5931068819,東京大藥局,新北市新莊區民安路176號1樓,(02)22063806,0,10,2020/02/13 17:58:35
5931068866,大愛藥師藥局,新北市新莊區後港一路69號1樓,(02)22042119,0,48,2020/02/13 17:58:35
5931068875,旭生藥局,新北市新莊區裕民街42號1樓,(02)29021289,0,64,2020/02/13 17:58:35
5931068884,樂寶兒藥局,新北市新莊區中正路82－2號1樓,(02)0229900185,0,15,2020/02/13 17:58:35
5931068964,賞安藥局,新北市新莊區中平路373號1樓,(02)89917554,2,8,2020/02/13 17:58:35
5931068973,富安藥局,新北市新莊區復興路1段25號－1，2樓,(02)22767620,0,34,2020/02/13 17:58:35
5931069023,陽光藥局,新北市新莊區福壽街72號,(02)22774399,2,41,2020/02/13 17:58:35
5931069256,喜來樂中西藥局,新北市新莊區昌平街20號1樓,(02)29912068,0,18,2020/02/13 17:58:35
5931069265,錦安藥局,新北市新莊區民安路201號1樓,(02)22011242,0,160,2020/02/13 17:58:35
5931069363,明亮藥局,新北市新莊區幸福路511號1樓,(02)29962671,0,109,2020/02/13 17:58:35
5931069372,羽豐藥局,新北市新莊區新莊路382號1樓,(02)22029812,64,62,2020/02/13 17:58:35
5931069498,新杏藥局,新北市新莊區新泰路99號1樓,(02)22011012,2,68,2020/02/13 17:58:35
5931069505,陽光連鎖藥局,新北市新莊區中信街40號1樓,(02)22774300,0,46,2020/02/13 17:58:35
5931069532,聯盟藥局,新北市新莊區中港路267巷1號1樓,(02)29941168,0,148,2020/02/13 17:58:35
5931069541,立威藥局,新北市新莊區民安西路6號1樓,(02)22068690,0,112,2020/02/13 17:58:35
5931069569,心安藥局,新北市新莊區新泰路193號2樓,(02)22779773,19,153,2020/02/13 17:58:35
5931069603,中信藥師藥局,新北市新莊區中信街80號1樓,(02)29969811,0,6,2020/02/13 17:58:35
5931069701,日光藥局,新北市新莊區中港路404號1樓,(02)89937296,0,111,2020/02/13 17:58:35
5931069747,禾佳藥局,新北市新莊區民安西路154號1樓,(02)22080189,0,40,2020/02/13 17:58:35
5931069765,健業藥妝藥局,新北市新莊區中和街130號1樓,(02)22796279,42,58,2020/02/13 17:58:35
5931069792,宏泰藥局,新北市新莊區自信街37號1樓,(02)29964649,12,82,2020/02/13 17:58:35
5931069836,家安藥局,新北市新莊區昌明街38－1號,(02)29911764,198,170,2020/02/13 17:58:35
5931069854,康民藥局,新北市新莊區富國路110號1樓,(02)22054439,0,55,2020/02/13 17:58:35
5931069863,大方藥局,新北市新莊區中平路89號1樓,(02)29938891,0,12,2020/02/13 17:58:35
5931069916,朝陽藥局,新北市新莊區新泰路148號2樓,(02)29983020,9,152,2020/02/13 17:58:35
593106A011,八德藥局,新北市新莊區八德街3號2樓,(02)22071315,60,70,2020/02/13 17:58:35
593106A020,紅豆藥局,新北市新莊區龍安路78號1樓,(02)29047700,0,56,2020/02/13 17:58:35
593106A039,大仁藥局,新北市新莊區公園一路32號1樓,(02)22776023,0,150,2020/02/13 17:58:35
593106A093,環球藥局,新北市新莊區中港路436號1、2樓,(02)29901934,0,59,2020/02/13 17:58:35
593106A137,力源藥局,新北市新莊區復興路2段133號1樓,(02)89929919,0,79,2020/02/13 17:58:35
593106A155,日榮藥局,新北市新莊區龍安路461號1樓,(02)22051523,0,86,2020/02/13 17:58:35
593106A164,家福健保藥局,新北市新莊區福壽街67號2樓,(02)29942730,0,65,2020/02/13 17:58:35
593106A173,華泰藥局,新北市新莊區昌明街80號1樓,(02)89928500,8,96,2020/02/13 17:58:35
593106A182,和昌藥局,新北市新莊區中安街15號1樓,(02)29900669,55,148,2020/02/13 17:58:35
593106A226,詠康聯合藥局,新北市新莊區中榮街66巷1號1樓,(02)29964436,0,70,2020/02/13 17:58:35
593106A244,巧心藥局,新北市新莊區建中街92號1樓,(02)22778584,0,32,2020/02/13 17:58:35
593106A299,悅生藥局,新北市新莊區龍安路343－1號1樓,(02)22081219,0,75,2020/02/13 17:58:35
593106A324,向日葵健保藥局,新北市新莊區建福路50號1樓,(02)22060377,0,90,2020/02/13 17:58:35
593106A342,真美滿藥局,新北市新莊區幸福路729號2樓,(02)29919473,0,88,2020/02/13 17:58:35
593106A351,平安藥局,新北市新莊區民安西路60號2樓,(02)22082368,2,74,2020/02/13 17:58:35
593106A379,輔大美康藥局,新北市新莊區中正路510號之1，1樓,(02)29013056,0,87,2020/02/13 17:58:35
593106A388,元大藥局,新北市新莊區富國路204號1、2樓,(02)22020082,0,112,2020/02/13 17:58:35
593106A404,新新藥局,新北市新莊區新泰路62號2樓,(02)29945994,0,53,2020/02/13 17:58:35
593106A422,英謙藥局,新北市新莊區新泰路261號1樓,(02)22774822,14,122,2020/02/13 17:58:35
593106A477,喜悅藥局,新北市新莊區後港一路55號1樓,(02)22047442,32,98,2020/02/13 17:58:35
593106A511,明仁健保藥局,新北市新莊區民安西路195號1樓,(02)22085175,0,6,2020/02/13 17:58:35
593106A520,臻善美藥局,新北市新莊區幸福路786號1樓,(02)89914303,1,169,2020/02/13 17:58:35
593106A566,一心春天藥局,新北市新莊區中和街13號1樓、地下室,(02)89929482,0,40,2020/02/13 17:58:35
593106A584,記安大藥局,新北市新莊區天祥街46號1樓,(02)22095331,4,3,2020/02/13 17:58:35
593106A600,全鎵藥局,新北市新莊區建中街22號1樓,(02)22761550,8,26,2020/02/13 17:58:35
593106A628,中原藥局,新北市新莊區中原路93號1樓,(02)89920668,0,80,2020/02/13 17:58:35
593106A637,薇妮藥妝藥局,新北市新莊區民安路99號1樓,(02)82010817,26,24,2020/02/13 17:58:35
593106A646,薇妮雙鳳藥局,新北市新莊區雙鳳路21號1樓,(02)29076993,4,8,2020/02/13 17:58:35
593106A655,家嘉藥局,新北市新莊區自立街103號1樓,(02)89926488,0,98,2020/02/13 17:58:35
593106A691,大樹新莊藥局,新北市新莊區新泰路59號1、2樓,(02)22010566,202,152,2020/02/13 17:58:35
593106A708,宏福藥局,新北市新莊區自信街55號1樓,(02)29985225,9,55,2020/02/13 17:58:35
593106A717,大樹幸福藥局,新北市新莊區幸福路672號1樓,(03)4333123,200,102,2020/02/13 17:58:35
593106A726,良和健保藥局,新北市新莊區龍安路49號1樓,(02)29048157,0,6,2020/02/13 17:58:35
593106A735,樂家藥局,新北市新莊區中平路273號1樓,(02)29960723,0,7,2020/02/13 17:58:35
593106A744,永明藥局,新北市新莊區幸福路598號1樓,(02)89920019,0,154,2020/02/13 17:58:35
593106A753,宜安中西藥局,新北市新莊區龍安路24號1樓,(02)29083318,2,22,2020/02/13 17:58:35
593106A762,新康健保藥局,新北市新莊區自立街172號1樓,(02)29962558,0,3,2020/02/13 17:58:35
593106A771,新佑康健保藥局,新北市新莊區中華路1段35號1樓,(02)29947490,0,22,2020/02/13 17:58:35
593106A824,家禾藥局,新北市新莊區立信五街6號1樓,(02)29972121,96,34,2020/02/13 17:58:35
593106A833,欣國藥局,新北市新莊區富國路57號1樓、2樓,(02)29080958,4,48,2020/02/13 17:58:35
593106A842,鼎極藥局,新北市新莊區民安西路376號之1、之3（1樓）,(02)22073228,0,123,2020/02/13 17:58:35
593106A851,躍獅新豐藥局,新北市新莊區豐年街16號1樓,(02)22058055,0,114,2020/02/13 17:58:35
593106A860,新莊至誠藥局,新北市新莊區中平路29號2樓,(02)29980345,4,54,2020/02/13 17:58:35
593106A888,晉成藥局,新北市新莊區中正路700－23號1樓,(02)29017469,22,155,2020/02/13 17:58:35
593106A904,杏佳藥師藥局,新北市新莊區建安街127號1樓,(02)22037077,22,58,2020/02/13 17:58:35
593106A913,洋欣藥局,新北市新莊區中平路277號1樓及夾層,(02)89927489,80,100,2020/02/13 17:58:35
593106A922,德翰藥局,新北市新莊區四維路171巷1、3號1樓,(02)22025576,100,93,2020/02/13 17:58:35
593106A931,建安藥局,新北市新莊區建安街117號、119號1樓,(02)22051969,0,112,2020/02/13 17:58:35
593106A940,樂福藥局,新北市新莊區幸福路48號1樓,(02)29923388,0,44,2020/02/13 17:58:35
593106A959,新莊大藥局,新北市新莊區福壽街130號1樓,(02)29933885,0,14,2020/02/13 17:58:35
5931070017,前回春藥局,新北市樹林區中山路1段56號,(02)26812167,186,220,2020/02/13 17:58:35
5931070044,正宜藥局,新北市樹林區佳園路1段39號,(02)26805678,10,1,2020/02/13 17:58:35
5931070053,仁一藥局,新北市樹林區中正路622號,(02)26893915,10,133,2020/02/13 17:58:35
5931070062,鴻真藥局,新北市樹林區保安街1段20巷6號,(02)26828977,9,133,2020/02/13 17:58:35
5931070080,耀鴻藥局,新北市樹林區中山路3段76號,(02)26808989,0,38,2020/02/13 17:58:35
5931070142,江藥局,新北市樹林區日新街102號1樓,(02)26828001,0,66,2020/02/13 17:58:35
5931070213,明川藥師藥局,新北市樹林區三福街1號,(02)26894728,0,15,2020/02/13 17:58:35
5931070286,協安大藥局,新北市樹林區鎮前街126號,(02)26810386,0,96,2020/02/13 17:58:35
5931070348,久青藥局,新北市樹林區東華街33號,(02)86844326,0,124,2020/02/13 17:58:35
5931070366,聖和藥局,新北市樹林區太元街50號,(02)86866609,8,6,2020/02/13 17:58:35
5931070393,羅群藥局,新北市樹林區東華街88號,(02)86851833,0,64,2020/02/13 17:58:35
5931070419,暉民西藥局,新北巿樹林區千歲街36號,(02)26835868,0,44,2020/02/13 17:58:35
5931071425,又怡藥師藥局,新北市樹林區中山路1段76巷2號1樓,(02)26816886,0,54,2020/02/13 17:58:35
5931071523,蔚海藥局,新北市樹林區鎮前街17號1樓,(02)86754203,6,16,2020/02/13 17:58:35
5931071532,育生藥局,新北市樹林區保安街一段192號1樓,(02)26814385,2,0,2020/02/13 17:58:35
5931071658,大慶藥局,新北市樹林區鎮前街42－1號,(02)26759212,0,144,2020/02/13 17:58:35
5931071774,澤安藥師藥局,新北市樹林區保安二街26號1樓,(02)26872764,0,4,2020/02/13 17:58:35
5931071818,合康藥局,新北市樹林區中山路1段151之1號,(02)26816559,2,70,2020/02/13 17:58:35
5931071836,弘昌藥師藥局,新北市樹林區保安街1段65號1樓,(02)26871276,0,134,2020/02/13 17:58:35
5931071916,立欣藥局,新北市樹林區三福街166號,(02)26764728,0,86,2020/02/13 17:58:35
5931071934,樹新藥局,新北市樹林區樹新路30－3號1樓,(02)26821080,0,96,2020/02/13 17:58:35
5931071970,保康藥局,新北市樹林區保安街1段364號,(02)86875503,18,44,2020/02/13 17:58:35
5931072039,樹林藥師藥局,新北市樹林區鎮前街24號1樓,(02)26823030,0,140,2020/02/13 17:58:35
5931072066,琉璃水藥師藥局,新北市樹林區龍興街21號1樓,(02)26764262,0,98,2020/02/13 17:58:35
5931072137,保安健保藥局,新北市樹林區保安街2段211號1樓,(02)26898179,2,60,2020/02/13 17:58:35
5931072191,生光堂藥局,新北市樹林區龍興街36號1樓,(02)26896504,100,98,2020/02/13 17:58:35
5931072217,樹林健業藥局,新北市樹林區東華街89號1樓,(02)86851736,0,50,2020/02/13 17:58:35
5931072244,彰安藥局,新北市樹林區千歲街82號,(02)26827341,0,12,2020/02/13 17:58:35
5931072253,活水藥局,新北市樹林區鎮前街21號1樓,(02)26818928,4,60,2020/02/13 17:58:35
5931072262,祐心藥局,新北市樹林區學府路362號1樓,(02)26803205,0,10,2020/02/13 17:58:35
5931072280,啄木鳥藥局,新北市樹林區中華路391號1－2樓,(02)86851495,4,36,2020/02/13 17:58:35
5931072299,小蜜蜂中西健保藥局,新北市樹林區東榮街118號1樓,(02)86853677,0,4,2020/02/13 17:58:35
5931072351,瑪諾藥局,新北市樹林區復興路20號,(02)26830304,2,24,2020/02/13 17:58:35
5931072388,愛立康藥局,新北市樹林區大雅路286號1樓,(02)89706878,198,50,2020/02/13 17:58:35
5931072404,伯安綜合藥局,新北市樹林區中華路108號1樓,(02)86856551,10,73,2020/02/13 17:58:35
5931072413,誠新大藥局,新北市樹林區中山路1段24號1樓,(02)26870204,0,132,2020/02/13 17:58:35
5931072422,三樹食在好健康藥局,新北市樹林區學成路600號1樓,(02)26807101,74,72,2020/02/13 17:58:35
5931072431,樹林大樹藥局,新北市樹林區育英街54號1－2樓,(02)26815488,0,48,2020/02/13 17:58:35
5931072459,健康人生藥局,新北市樹林區博愛一街26號1樓,(02)26814394,0,40,2020/02/13 17:58:35
5931072477,信和藥局,新北市樹林區博愛街178號2樓,(02)26821991,0,102,2020/02/13 17:58:35
5931072486,星禾藥師藥局,新北市樹林區學府路292號1樓,(02)77515255,0,52,2020/02/13 17:58:35
5931080022,藥濟藥局,新北市鶯歌區國慶街150號,(02)26781357,16,132,2020/02/13 17:58:35
5931080031,林政德西藥局,新北市鶯歌區建國路256號1樓,(02)26781412,0,52,2020/02/13 17:58:35
5931080148,快安藥師藥局,新北市鶯歌區中正一路94、96號,(02)26792356,12,0,2020/02/13 17:58:35
5931081216,嘉泰藥師藥局,新北市鶯歌區鶯桃路2段31號1樓,(02)26709668,0,20,2020/02/13 17:58:35
5931081234,文瑞藥局,新北市鶯歌區尖山路296號,(02)26780589,0,106,2020/02/13 17:58:35
5931081289,唯新示範藥局,新北市鶯歌區建國路161號1樓,(02)86775363,0,88,2020/02/13 17:58:35
5931081305,佑家藥局,新北市鶯歌區中正三路151號1樓,(02)26798282,0,2,2020/02/13 17:58:35
5931081332,祐兒藥局,新北市鶯歌區南鶯里建國路171號1樓,(02)86781907,0,24,2020/02/13 17:58:35
5931081378,鶯歌宏達藥局,新北市鶯歌區國慶街138號1樓,(02)26709693,19,44,2020/02/13 17:58:35
5931081396,祐康藥局,新北市鶯歌區建國路36號,(02)26771223,0,94,2020/02/13 17:58:35
5931081403,純安大藥局,新北市鶯歌區國慶街179號1樓,(02)26791791,80,50,2020/02/13 17:58:35
5931081412,小樹藥師藥局,新北市鶯歌區光明街126號1樓,(02)26785107,4,50,2020/02/13 17:58:35
5931081421,萊爾康健保藥局,新北市鶯歌區永明街17號1樓,(02)26775092,0,6,2020/02/13 17:58:35
5931081430,華昇藥局,新北市鶯歌區鶯桃路567號,(02)86777961,1,0,2020/02/13 17:58:35
5931081458,食在好健康藥局,新北市鶯歌區國慶街165號1樓,(02)26702559,38,138,2020/02/13 17:58:35
5931081485,信義健保藥局,新北市鶯歌區信義街63號1樓,(02)86775563,0,74,2020/02/13 17:58:35
5931081494,康群藥局,新北市鶯歌區建國路202號1樓,(02)26796690,0,176,2020/02/13 17:58:35
5931081510,鶯歌藥局,新北市鶯歌區鶯桃路2段11號1樓,(02)86778778,2,142,2020/02/13 17:58:35
5931081529,正雅藥局,新北市鶯歌區建國路176號1樓,(02)26701128,8,2,2020/02/13 17:58:35
5931090037,進安大藥局,新北市三峽區民生街174號,(02)26711125,0,34,2020/02/13 17:58:35
5931090117,大和藥局,新北市三峽區民生街150號,(02)26711010,0,2,2020/02/13 17:58:35
5931090180,人來安藥局,新北市三峽區文化路266－5號,(02)26721199,14,120,2020/02/13 17:58:35
5931090279,勝全藥局,新北市三峽區大同路27之1號1樓,(02)26736186,8,26,2020/02/13 17:58:35
5931091374,全球藥師藥局,新北市三峽區文化路95號,(02)26748128,0,70,2020/02/13 17:58:35
5931091427,康美藥局,新北市三峽區民生街79號2樓,(02)26745526,6,140,2020/02/13 17:58:35
5931091454,致安藥師藥局,新北市三峽區中華路17號1樓,(02)26743418,131,159,2020/02/13 17:58:35
5931091481,盛加藥局,新北市三峽區民生街49號,(02)26739797,4,0,2020/02/13 17:58:35
5931091570,三恩藥局,新北市三峽區復興路451號1樓,(02)86711914,26,144,2020/02/13 17:58:35
5931091605,三峽文化藥局,新北市三峽區文化路212－2號,(02)26710825,0,88,2020/02/13 17:58:35
5931091623,兆康藥局,新北市三峽區中華路22號1樓,(02)26717875,6,6,2020/02/13 17:58:35
5931091641,北大藥局,新北市三峽區大義路9號1、2樓,(02)26738535,0,32,2020/02/13 17:58:35
5931091678,如音藥局,新北市三峽區文化路266－1號1樓,(02)26732119,8,154,2020/02/13 17:58:35
5931091696,祥祐藥局,新北市三峽區文化路125號1樓,(02)26738080,12,18,2020/02/13 17:58:35
5931091712,誠祐藥局,新北市三峽區光明路22號1樓,(02)26746211,0,8,2020/02/13 17:58:35
5931091810,誠美藥局,新北市三峽區復興路106號1樓,(02)26718131,10,132,2020/02/13 17:58:35
5931091829,有新藥局,新北市三峽區學勤路18號1樓,(02)26710769,0,60,2020/02/13 17:58:35
5931091865,大新藥局,新北市三峽區大義路259號1樓,(02)86713204,8,82,2020/02/13 17:58:35
5931091874,盛台藥局,新北市三峽區大學路108號1、2樓,(02)26722730,2,30,2020/02/13 17:58:35
5931091892,三峽藥局,新北市三峽區介壽路1段27號1樓,(02)26738868,0,84,2020/02/13 17:58:35
5931091909,盛禾藥局,新北市三峽區中山路243號1樓,(02)26733567,0,18,2020/02/13 17:58:35
5931091945,弘宇藥局,新北市三峽區國際一街5號1樓,(02)26717108,0,136,2020/02/13 17:58:35
5931091972,三峽大昌藥局,新北市三峽區民生街56號1樓,(02)26711560,4,138,2020/02/13 17:58:35
5931091990,欣美大藥局,新北市三峽區大同路52號1樓,(02)86712269,0,3,2020/02/13 17:58:35
5931092004,大家好藥粧藥局,新北市三峽區大德路127號1樓,(02)26747022,0,10,2020/02/13 17:58:35
5931092022,瑞達美藥局,新北市三峽區民權街180號1樓,(02)86741627,2,42,2020/02/13 17:58:35
5931092040,一大藥局,新北市三峽區橫溪路23號1樓,(02)86766677,0,26,2020/02/13 17:58:35
5931092068,益銘藥師藥局,新北市三峽區大德路181號1樓,(02)26723662,46,0,2020/02/13 17:58:35
5931092077,立雅藥局,新北市三峽區文化路84號（1樓、2樓）,(02)26712601,0,88,2020/02/13 17:58:35
5931092095,禾雅藥局,新北市三峽區文化路130號（1樓）,(02)26718621,0,36,2020/02/13 17:58:35
5931092102,升威藥局,新北市三峽區文化路23號1樓,(02)26731120,0,198,2020/02/13 17:58:35
5931100047,松和大藥局,新北市淡水區英專路92號,(02)26203698,201,140,2020/02/13 17:58:35
5931100074,邱藥局,新北市淡水區中山路27號,(02)26214255,10,102,2020/02/13 17:58:35
5931100092,上全藥局,新北市淡水區民族路36號,(02)28098022,0,12,2020/02/13 17:58:35
5931100154,尚運藥局,新北市淡水區學府路51巷1弄20號,(02)26225149,102,170,2020/02/13 17:58:35
5931100163,昇運藥局,新北市淡水區中山路157－1號,(02)26222083,2,112,2020/02/13 17:58:35
